"Uniprot_Accession","Uniprot_ID","REACTOME_ID","REACTOME_description"
"P24527","LKHA4_MOUSE","R-MMU-9020265","Biosynthesis of aspirin-triggered D-series resolvins"
"P42232","STA5B_MOUSE","R-MMU-9020558","Interleukin-2 signaling"
"P42232","STA5B_MOUSE","R-MMU-9020558","Interleukin-2 signaling"
"P06240","LCK_MOUSE","R-MMU-9020558","Interleukin-2 signaling"
"P06240","LCK_MOUSE","R-MMU-9020558","Interleukin-2 signaling"
"P01590","IL2RA_MOUSE","R-MMU-9020558","Interleukin-2 signaling"
"P01590","IL2RA_MOUSE","R-MMU-9020558","Interleukin-2 signaling"
"P34902","IL2RG_MOUSE","R-MMU-9020558","Interleukin-2 signaling"
"P34902","IL2RG_MOUSE","R-MMU-9020558","Interleukin-2 signaling"
"Q9QVP9","FAK2_MOUSE","R-MMU-9020558","Interleukin-2 signaling"
"Q9QVP9","FAK2_MOUSE","R-MMU-9020558","Interleukin-2 signaling"
"P48025","KSYK_MOUSE","R-MMU-9020558","Interleukin-2 signaling"
"P48025","KSYK_MOUSE","R-MMU-9020558","Interleukin-2 signaling"
"P42230","STA5A_MOUSE","R-MMU-9020558","Interleukin-2 signaling"
"P42230","STA5A_MOUSE","R-MMU-9020558","Interleukin-2 signaling"
"P16297","IL2RB_MOUSE","R-MMU-9020558","Interleukin-2 signaling"
"P16297","IL2RB_MOUSE","R-MMU-9020558","Interleukin-2 signaling"
"P52332","JAK1_MOUSE","R-MMU-9020558","Interleukin-2 signaling"
"P52332","JAK1_MOUSE","R-MMU-9020558","Interleukin-2 signaling"
"Q62137","JAK3_MOUSE","R-MMU-9020558","Interleukin-2 signaling"
"Q62137","JAK3_MOUSE","R-MMU-9020558","Interleukin-2 signaling"
"Q62120","JAK2_MOUSE","R-MMU-9020591","Interleukin-12 signaling"
"P52332","JAK1_MOUSE","R-MMU-9020591","Interleukin-12 signaling"
"P97378","I12R2_MOUSE","R-MMU-9020591","Interleukin-12 signaling"
"Q60837","I12R1_MOUSE","R-MMU-9020591","Interleukin-12 signaling"
"Q9R117","TYK2_MOUSE","R-MMU-9020591","Interleukin-12 signaling"
"P42228","STAT4_MOUSE","R-MMU-9020591","Interleukin-12 signaling"
"Q99JI4","PSMD6_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q99JI4","PSMD6_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P99026","PSB4_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P99026","PSB4_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q60680","IKKA_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q60680","IKKA_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P97371","PSME1_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P97371","PSME1_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q9WTX6","CUL1_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q9WTX6","CUL1_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P0CG49","UBB_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P0CG49","UBB_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P28076","PSB9_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P28076","PSB9_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"O70435","PSA3_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"O70435","PSA3_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P62192","PRS4_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P62192","PRS4_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q8K4B2","IRAK3_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q8K4B2","IRAK3_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P25085","IL1RA_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P25085","IL1RA_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q9CX56","PSMD8_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q9CX56","PSMD8_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q9R1P4","PSA1_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q9R1P4","PSA1_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q64337","SQSTM_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q64337","SQSTM_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P28063","PSB8_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P28063","PSB8_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"O35593","PSDE_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"O35593","PSDE_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P70236","MP2K6_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P70236","MP2K6_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P0CG50","UBC_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P0CG50","UBC_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q9WTX5","SKP1_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q9WTX5","SKP1_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P01582","IL1A_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P01582","IL1A_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P22366","MYD88_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P22366","MYD88_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q5SSW2","PSME4_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q5SSW2","PSME4_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q8CFA1","IRAK2_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q8CFA1","IRAK2_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q8BG32","PSD11_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q8BG32","PSD11_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"O35226","PSMD4_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"O35226","PSMD4_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q571K4","TAB3_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q571K4","TAB3_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q61730","IL1AP_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q61730","IL1AP_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q8BG41","PSB11_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q8BG41","PSB11_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q9Z2U0","PSA7_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q9Z2U0","PSA7_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"O35955","PSB10_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"O35955","PSB10_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P62334","PRS10_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P62334","PRS10_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q60692","PSB6_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q60692","PSB6_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q9WVJ2","PSD13_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q9WVJ2","PSD13_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P46471","PRS7_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P46471","PRS7_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P61290","PSME3_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P61290","PSME3_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q3TXS7","PSMD1_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q3TXS7","PSMD1_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P54775","PRS6B_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P54775","PRS6B_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"O88522","NEMO_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"O88522","NEMO_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P70195","PSB7_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P70195","PSB7_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P62196","PRS8_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P62196","PRS8_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q04207","TF65_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q04207","TF65_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P62984","RL40_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P62984","RL40_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q9Z1E3","IKBA_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q9Z1E3","IKBA_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"O55234","PSB5_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"O55234","PSB5_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"O09061","PSB1_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"O09061","PSB1_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q9Z2X2","PSD10_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q9Z2X2","PSD10_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q62406","IRAK1_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q62406","IRAK1_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q9CWH6","PSMA8_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q9CWH6","PSMA8_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P14685","PSMD3_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P14685","PSMD3_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P10749","IL1B_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P10749","IL1B_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q9QUM9","PSA6_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q9QUM9","PSA6_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"O88351","IKKB_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"O88351","IKKB_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P49722","PSA2_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P49722","PSA2_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P13504","IL1R1_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P13504","IL1R1_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P97372","PSME2_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P97372","PSME2_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q8R4K2","IRAK4_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q8R4K2","IRAK4_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P27931","IL1R2_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P27931","IL1R2_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q9R1P3","PSB2_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q9R1P3","PSB2_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q9CR00","PSMD9_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q9CR00","PSMD9_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q9CZY3","UB2V1_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q9CZY3","UB2V1_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P62983","RS27A_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P62983","RS27A_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q61084","M3K3_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q61084","M3K3_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P61089","UBE2N_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P61089","UBE2N_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P62878","RBX1_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P62878","RBX1_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q9QZ06","TOLIP_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q9QZ06","TOLIP_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q9R1P1","PSB3_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q9R1P1","PSB3_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q62073","M3K7_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q62073","M3K7_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P26516","PSMD7_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P26516","PSMD7_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q9R1P0","PSA4_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q9R1P0","PSA4_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q99K90","TAB2_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q99K90","TAB2_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q8BJY1","PSMD5_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q8BJY1","PSMD5_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q8BST6","PELI2_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q8BST6","PELI2_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q8BXR6","PELI3_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q8BXR6","PELI3_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q8BHL8","PSMF1_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q8BHL8","PSMF1_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q8C669","PELI1_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q8C669","PELI1_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q9Z2U1","PSA5_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q9Z2U1","PSA5_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P25799","NFKB1_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"P25799","NFKB1_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"O88685","PRS6A_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"O88685","PRS6A_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q9D8W5","PSD12_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q9D8W5","PSD12_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q8CF89","TAB1_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q8CF89","TAB1_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q8VDM4","PSMD2_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q8VDM4","PSMD2_MOUSE","R-MMU-9020702","Interleukin-1 signaling"
"Q9EQ14","IL23A_MOUSE","R-MMU-9020933","Interleukin-23 signaling"
"Q62120","JAK2_MOUSE","R-MMU-9020933","Interleukin-23 signaling"
"P42228","STAT4_MOUSE","R-MMU-9020933","Interleukin-23 signaling"
"P42227","STAT3_MOUSE","R-MMU-9020933","Interleukin-23 signaling"
"Q60837","I12R1_MOUSE","R-MMU-9020933","Interleukin-23 signaling"
"Q9R117","TYK2_MOUSE","R-MMU-9020933","Interleukin-23 signaling"
"Q8K4B4","IL23R_MOUSE","R-MMU-9020933","Interleukin-23 signaling"
"P35564","CALX_MOUSE","R-MMU-9020956","Interleukin-27 signaling"
"Q9JM58","CRLF1_MOUSE","R-MMU-9020956","Interleukin-27 signaling"
"Q9R117","TYK2_MOUSE","R-MMU-9020956","Interleukin-27 signaling"
"P42225","STAT1_MOUSE","R-MMU-9020956","Interleukin-27 signaling"
"Q8K3I6","IL27A_MOUSE","R-MMU-9020956","Interleukin-27 signaling"
"Q62120","JAK2_MOUSE","R-MMU-9020956","Interleukin-27 signaling"
"Q00560","IL6RB_MOUSE","R-MMU-9020956","Interleukin-27 signaling"
"O70394","I27RA_MOUSE","R-MMU-9020956","Interleukin-27 signaling"
"P52332","JAK1_MOUSE","R-MMU-9020956","Interleukin-27 signaling"
"P42227","STAT3_MOUSE","R-MMU-9020956","Interleukin-27 signaling"
"O35228","IL27B_MOUSE","R-MMU-9020956","Interleukin-27 signaling"
"P42230","STA5A_MOUSE","R-MMU-9020958","Interleukin-21 signaling"
"Q9ES17","IL21_MOUSE","R-MMU-9020958","Interleukin-21 signaling"
"P42232","STA5B_MOUSE","R-MMU-9020958","Interleukin-21 signaling"
"P34902","IL2RG_MOUSE","R-MMU-9020958","Interleukin-21 signaling"
"P42227","STAT3_MOUSE","R-MMU-9020958","Interleukin-21 signaling"
"Q9JHX3","IL21R_MOUSE","R-MMU-9020958","Interleukin-21 signaling"
"P42225","STAT1_MOUSE","R-MMU-9020958","Interleukin-21 signaling"
"Q62137","JAK3_MOUSE","R-MMU-9020958","Interleukin-21 signaling"
"P42228","STAT4_MOUSE","R-MMU-9020958","Interleukin-21 signaling"
"P52332","JAK1_MOUSE","R-MMU-9020958","Interleukin-21 signaling"
"P70288","HDAC2_MOUSE","R-MMU-9022692","Regulation of MECP2 expression and activity"
"P70288","HDAC2_MOUSE","R-MMU-9022692","Regulation of MECP2 expression and activity"
"O09106","HDAC1_MOUSE","R-MMU-9022692","Regulation of MECP2 expression and activity"
"O09106","HDAC1_MOUSE","R-MMU-9022692","Regulation of MECP2 expression and activity"
"Q3U9G9","LBR_MOUSE","R-MMU-9022692","Regulation of MECP2 expression and activity"
"Q3U9G9","LBR_MOUSE","R-MMU-9022692","Regulation of MECP2 expression and activity"
"Q60520","SIN3A_MOUSE","R-MMU-9022692","Regulation of MECP2 expression and activity"
"Q60520","SIN3A_MOUSE","R-MMU-9022692","Regulation of MECP2 expression and activity"
"Q9QZR5","HIPK2_MOUSE","R-MMU-9022692","Regulation of MECP2 expression and activity"
"Q9QZR5","HIPK2_MOUSE","R-MMU-9022692","Regulation of MECP2 expression and activity"
"P39654","LOX15_MOUSE","R-MMU-9023661","Biosynthesis of E-series 18(R)-resolvins"
"P48999","LOX5_MOUSE","R-MMU-9023661","Biosynthesis of E-series 18(R)-resolvins"
"O70325","GPX4_MOUSE","R-MMU-9023661","Biosynthesis of E-series 18(R)-resolvins"
"P24527","LKHA4_MOUSE","R-MMU-9023661","Biosynthesis of E-series 18(R)-resolvins"
"Q05769","PGH2_MOUSE","R-MMU-9025094","Biosynthesis of DPAn-3 SPMs"
"P39655","LOX12_MOUSE","R-MMU-9025106","Biosynthesis of DPAn-6 SPMs"
"P39654","LOX15_MOUSE","R-MMU-9025106","Biosynthesis of DPAn-6 SPMs"
"P39654","LOX15_MOUSE","R-MMU-9026286","Biosynthesis of DPAn-3-derived protectins and resolvins"
"P48999","LOX5_MOUSE","R-MMU-9026286","Biosynthesis of DPAn-3-derived protectins and resolvins"
"P39655","LOX12_MOUSE","R-MMU-9026290","Biosynthesis of DPAn-3-derived maresins"
"P48999","LOX5_MOUSE","R-MMU-9026290","Biosynthesis of DPAn-3-derived maresins"
"P48999","LOX5_MOUSE","R-MMU-9026403","Biosynthesis of DPAn-3-derived 13-series resolvins"
"Q80VU4","NTF4_MOUSE","R-MMU-9026527","Activated NTRK2 signals through PLCG1"
"P15209","NTRK2_MOUSE","R-MMU-9026527","Activated NTRK2 signals through PLCG1"
"P21237","BDNF_MOUSE","R-MMU-9026527","Activated NTRK2 signals through PLCG1"
"Q62077","PLCG1_MOUSE","R-MMU-9026527","Activated NTRK2 signals through PLCG1"
"Q60860","LTC4S_MOUSE","R-MMU-9026762","Biosynthesis of maresin conjugates in tissue regeneration (MCTR)"
"Q8R5I6","GSTM4_MOUSE","R-MMU-9026762","Biosynthesis of maresin conjugates in tissue regeneration (MCTR)"
"Q60860","LTC4S_MOUSE","R-MMU-9026766","Biosynthesis of protectin and resolvin conjugates in tissue regeneration (PCTR and RCTR)"
"Q8BTI9","PK3CB_MOUSE","R-MMU-9027276","Erythropoietin activates Phosphoinositide-3-kinase (PI3K)"
"P25911","LYN_MOUSE","R-MMU-9027276","Erythropoietin activates Phosphoinositide-3-kinase (PI3K)"
"P14753","EPOR_MOUSE","R-MMU-9027276","Erythropoietin activates Phosphoinositide-3-kinase (PI3K)"
"P42337","PK3CA_MOUSE","R-MMU-9027276","Erythropoietin activates Phosphoinositide-3-kinase (PI3K)"
"Q9QYY0","GAB1_MOUSE","R-MMU-9027276","Erythropoietin activates Phosphoinositide-3-kinase (PI3K)"
"Q9JHG7","PK3CG_MOUSE","R-MMU-9027276","Erythropoietin activates Phosphoinositide-3-kinase (PI3K)"
"P26450","P85A_MOUSE","R-MMU-9027276","Erythropoietin activates Phosphoinositide-3-kinase (PI3K)"
"O35904","PK3CD_MOUSE","R-MMU-9027276","Erythropoietin activates Phosphoinositide-3-kinase (PI3K)"
"Q62120","JAK2_MOUSE","R-MMU-9027276","Erythropoietin activates Phosphoinositide-3-kinase (PI3K)"
"P81122","IRS2_MOUSE","R-MMU-9027276","Erythropoietin activates Phosphoinositide-3-kinase (PI3K)"
"Q5SW28","PI3R5_MOUSE","R-MMU-9027276","Erythropoietin activates Phosphoinositide-3-kinase (PI3K)"
"P07321","EPO_MOUSE","R-MMU-9027276","Erythropoietin activates Phosphoinositide-3-kinase (PI3K)"
"P25911","LYN_MOUSE","R-MMU-9027284","Erythropoietin activates RAS"
"P25911","LYN_MOUSE","R-MMU-9027284","Erythropoietin activates RAS"
"P47941","CRKL_MOUSE","R-MMU-9027284","Erythropoietin activates RAS"
"P47941","CRKL_MOUSE","R-MMU-9027284","Erythropoietin activates RAS"
"P81122","IRS2_MOUSE","R-MMU-9027284","Erythropoietin activates RAS"
"P81122","IRS2_MOUSE","R-MMU-9027284","Erythropoietin activates RAS"
"P07321","EPO_MOUSE","R-MMU-9027284","Erythropoietin activates RAS"
"P07321","EPO_MOUSE","R-MMU-9027284","Erythropoietin activates RAS"
"P27870","VAV_MOUSE","R-MMU-9027284","Erythropoietin activates RAS"
"P27870","VAV_MOUSE","R-MMU-9027284","Erythropoietin activates RAS"
"P14753","EPOR_MOUSE","R-MMU-9027284","Erythropoietin activates RAS"
"P14753","EPOR_MOUSE","R-MMU-9027284","Erythropoietin activates RAS"
"Q60631","GRB2_MOUSE","R-MMU-9027284","Erythropoietin activates RAS"
"Q60631","GRB2_MOUSE","R-MMU-9027284","Erythropoietin activates RAS"
"Q62120","JAK2_MOUSE","R-MMU-9027284","Erythropoietin activates RAS"
"Q62120","JAK2_MOUSE","R-MMU-9027284","Erythropoietin activates RAS"
"Q05421","CP2E1_MOUSE","R-MMU-9027307","Biosynthesis of maresin-like SPMs"
"P00186","CP1A2_MOUSE","R-MMU-9027307","Biosynthesis of maresin-like SPMs"
"Q64459","CP3AB_MOUSE","R-MMU-9027307","Biosynthesis of maresin-like SPMs"
"P48999","LOX5_MOUSE","R-MMU-9027604","Biosynthesis of electrophilic ω-3 PUFA oxo-derivatives"
"Q05769","PGH2_MOUSE","R-MMU-9027604","Biosynthesis of electrophilic ω-3 PUFA oxo-derivatives"
"Q62245","SOS1_MOUSE","R-MMU-9028731","Activated NTRK2 signals through FRS2 and FRS3"
"P21237","BDNF_MOUSE","R-MMU-9028731","Activated NTRK2 signals through FRS2 and FRS3"
"Q60631","GRB2_MOUSE","R-MMU-9028731","Activated NTRK2 signals through FRS2 and FRS3"
"P15209","NTRK2_MOUSE","R-MMU-9028731","Activated NTRK2 signals through FRS2 and FRS3"
"Q80VU4","NTF4_MOUSE","R-MMU-9028731","Activated NTRK2 signals through FRS2 and FRS3"
"Q8C180","FRS2_MOUSE","R-MMU-9028731","Activated NTRK2 signals through FRS2 and FRS3"
"P70365","NCOA1_MOUSE","R-MMU-9029569","NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux"
"Q9Z0Y9","NR1H3_MOUSE","R-MMU-9029569","NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux"
"Q9WU42","NCOR2_MOUSE","R-MMU-9029569","NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux"
"Q8BHJ5","TBL1R_MOUSE","R-MMU-9029569","NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux"
"B2RWS6","EP300_MOUSE","R-MMU-9029569","NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux"
"Q60644","NR1H2_MOUSE","R-MMU-9029569","NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux"
"Q921N8","GPS2_MOUSE","R-MMU-9029569","NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux"
"Q9QXE7","TBL1X_MOUSE","R-MMU-9029569","NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux"
"P41233","ABCA1_MOUSE","R-MMU-9029569","NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux"
"Q60974","NCOR1_MOUSE","R-MMU-9029569","NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux"
"O88895","HDAC3_MOUSE","R-MMU-9029569","NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux"
"P28700","RXRA_MOUSE","R-MMU-9029569","NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux"
"P28704","RXRB_MOUSE","R-MMU-9029569","NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux"
"P61809","CD5R1_MOUSE","R-MMU-9031628","NGF-stimulated transcription"
"Q01147","CREB1_MOUSE","R-MMU-9031628","NGF-stimulated transcription"
"O35926","CD5R2_MOUSE","R-MMU-9031628","NGF-stimulated transcription"
"Q6PDQ2","CHD4_MOUSE","R-MMU-9031628","NGF-stimulated transcription"
"Q9JM73","SRF_MOUSE","R-MMU-9031628","NGF-stimulated transcription"
"P08152","EGR2_MOUSE","R-MMU-9031628","NGF-stimulated transcription"
"P49615","CDK5_MOUSE","R-MMU-9031628","NGF-stimulated transcription"
"Q9WVC6","SGK1_MOUSE","R-MMU-9031628","NGF-stimulated transcription"
"Q61127","NAB2_MOUSE","R-MMU-9031628","NGF-stimulated transcription"
"P21237","BDNF_MOUSE","R-MMU-9032759","NTRK2 activates RAC1"
"Q8CIQ7","DOCK3_MOUSE","R-MMU-9032759","NTRK2 activates RAC1"
"P15209","NTRK2_MOUSE","R-MMU-9032759","NTRK2 activates RAC1"
"P63001","RAC1_MOUSE","R-MMU-9032759","NTRK2 activates RAC1"
"P39688","FYN_MOUSE","R-MMU-9032759","NTRK2 activates RAC1"
"P38060","HMGCL_MOUSE","R-MMU-9033241","Peroxisomal protein import"
"Q99J39","DCMC_MOUSE","R-MMU-9033241","Peroxisomal protein import"
"Q9WUR2","ECI2_MOUSE","R-MMU-9033241","Peroxisomal protein import"
"Q8VC48","PEX12_MOUSE","R-MMU-9033241","Peroxisomal protein import"
"P58137","ACOT8_MOUSE","R-MMU-9033241","Peroxisomal protein import"
"P47934","CACP_MOUSE","R-MMU-9033241","Peroxisomal protein import"
"Q9JHR7","IDE_MOUSE","R-MMU-9033241","Peroxisomal protein import"
"Q9QXD1","ACOX2_MOUSE","R-MMU-9033241","Peroxisomal protein import"
