"","Uniprot_accession","Uniprot_name","description","OrganismName","OrganismIdentifier","GeneName","ProteinExistence","SequenceVersion"
"15844","Q5XG69","F169A_MOUSE","Soluble lamin-associated protein of 75 kDa","Mus musculus","10090","Fam169a","1","3"
"15845","Q5XK03","SERC4_MOUSE","Serine incorporator 4","Mus musculus","10090","Serinc4","2","1"
"15846","Q60595","XL3A_MOUSE","X-linked lymphocyte-regulated protein 3A","Mus musculus","10090","Xlr3a","1","1"
"15847","Q60774","TM45A_MOUSE","Transmembrane protein 45A","Mus musculus","10090","Tmem45a","2","1"
"15848","Q61199","NXPH2_MOUSE","Neurexophilin-2","Mus musculus","10090","Nxph2","2","2"
"15849","Q61585","G0S2_MOUSE","G0/G1 switch protein 2","Mus musculus","10090","G0s2","1","1"
"15850","Q61806","XL3C_MOUSE","X-linked lymphocyte-regulated protein 3C","Mus musculus","10090","Xlr3c","2","1"
"15851","Q61858","GPAN1_MOUSE","G patch domain and ankyrin repeat-containing protein 1","Mus musculus","10090","Gpank1","2","2"
"15852","Q62220","KRA54_MOUSE","Keratin-associated protein 5-4","Mus musculus","10090","Krtap5-4","2","1"
"15853","Q62247","SOX16_MOUSE","Protein SOX-16 (Fragment)","Mus musculus","10090","Sox16","2","1"
"15854","Q63829","COMD3_MOUSE","COMM domain-containing protein 3","Mus musculus","10090","Commd3","1","1"
"15855","Q640L5","CCD18_MOUSE","Coiled-coil domain-containing protein 18","Mus musculus","10090","Ccdc18","1","1"
"15856","Q640P4","GL8D2_MOUSE","Glycosyltransferase 8 domain-containing protein 2","Mus musculus","10090","Glt8d2","2","1"
"15857","Q64356","SVS6_MOUSE","Seminal vesicle secretory protein 6","Mus musculus","10090","Svs6","2","1"
"15858","Q64G17","AN32C_MOUSE","Putative acidic leucine-rich nuclear phosphoprotein 32 family member C","Mus musculus","10090","Anp32c","2","3"
"15859","Q65Z95","YPEL2_MOUSE","Protein yippee-like 2","Mus musculus","10090","Ypel2","2","1"
"15860","Q66JV7","CH058_MOUSE","Uncharacterized protein C8orf58 homolog","Mus musculus","10090","Mus musculus OX=10090","2","2"
"15861","Q66JY6","ARG39_MOUSE","Rho guanine nucleotide exchange factor 39","Mus musculus","10090","Arhgef39","2","2"
"15862","Q673H1","TUSC1_MOUSE","Tumor suppressor candidate gene 1 protein homolog","Mus musculus","10090","Tusc1","1","1"
"15863","Q68EF8","RPGFL_MOUSE","Rap guanine nucleotide exchange factor-like 1","Mus musculus","10090","Rapgefl1","1","2"
"15864","Q68FE7","T151B_MOUSE","Transmembrane protein 151B","Mus musculus","10090","Tmem151b","2","1"
"15865","Q69ZB8","ZCHC2_MOUSE","Zinc finger CCHC domain-containing protein 2","Mus musculus","10090","Zcchc2","2","3"
"15866","Q69ZC8","GPAM1_MOUSE","GPALPP motifs-containing protein 1","Mus musculus","10090","Gpalpp1","1","2"
"15867","Q6A098","SBP2L_MOUSE","Selenocysteine insertion sequence-binding protein 2-like","Mus musculus","10090","Secisbp2l","1","2"
"15868","Q6DFV6","FN3C1_MOUSE","Fibronectin type III domain containing protein 3C1","Mus musculus","10090","Fndc3c1","2","1"
"15869","Q6DFV8","VWDE_MOUSE","von Willebrand factor D and EGF domain-containing protein","Mus musculus","10090","Vwde","2","2"
"15870","Q6DG52","CHUR_MOUSE","Protein Churchill","Mus musculus","10090","Churc1","3","1"
"15871","Q6DI92","ZSWM9_MOUSE","Uncharacterized protein ZSWIM9","Mus musculus","10090","Zswim9","2","2"
"15872","Q6DIA2","EX3L4_MOUSE","Exocyst complex component 3-like protein 4","Mus musculus","10090","Exoc3l4","1","2"
"15873","Q6DIB4","NOL4L_MOUSE","Nucleolar protein 4-like","Mus musculus","10090","Nol4l","2","1"
"15874","Q6GQT5","T151A_MOUSE","Transmembrane protein 151A","Mus musculus","10090","Tmem151a","1","1"
"15875","Q6GQU0","CC070_MOUSE","UPF0524 protein C3orf70 homolog","Mus musculus","10090","Mus musculus OX=10090","2","1"
"15876","Q6GQV1","INY2B_MOUSE","INSYN2B protein","Mus musculus","10090","Insyn2b","2","1"
"15877","Q6GQV7","EDRF1_MOUSE","Erythroid differentiation-related factor 1","Mus musculus","10090","Edrf1","1","1"
"15878","Q6IFT4","RHG20_MOUSE","Rho GTPase-activating protein 20","Mus musculus","10090","Arhgap20","1","1"
"15879","Q6IS41","S2547_MOUSE","Solute carrier family 25 member 47","Mus musculus","10090","Slc25a47","2","2"
"15880","Q6JVL5","LCN12_MOUSE","Epididymal-specific lipocalin-12","Mus musculus","10090","Lcn12","2","1"
"15881","Q6NS59","F135A_MOUSE","Protein FAM135A","Mus musculus","10090","Fam135a","1","2"
"15882","Q6NS60","FBX41_MOUSE","F-box only protein 41","Mus musculus","10090","Fbxo41","1","3"
"15883","Q6NS69","AMER3_MOUSE","APC membrane recruitment protein 3","Mus musculus","10090","Amer3","2","1"
"15884","Q6NSQ7","LTV1_MOUSE","Protein LTV1 homolog","Mus musculus","10090","Ltv1","1","2"
"15885","Q6NXH8","MET25_MOUSE","Probable methyltransferase-like protein 25","Mus musculus","10090","Mettl25","2","1"
"15886","Q6NXM3","TM130_MOUSE","Transmembrane protein 130","Mus musculus","10090","Tmem130","2","1"
"15887","Q6NXN1","SZRD1_MOUSE","SUZ domain-containing protein 1","Mus musculus","10090","Szrd1","1","1"
"15888","Q6NXZ1","KRBA1_MOUSE","Protein KRBA1","Mus musculus","10090","Krba1","2","2"
"15889","Q6NZK5","K1328_MOUSE","Protein hinderin","Mus musculus","10090","Kiaa1328","1","2"
"15890","Q6NZL0","SOGA3_MOUSE","Protein SOGA3","Mus musculus","10090","Soga3","1","2"
"15891","Q6NZQ0","CF119_MOUSE","Cilia- and flagella-associated protein 119","Mus musculus","10090","Cfap119","1","2"
"15892","Q6NZR2","MSD2_MOUSE","Myb/SANT-like DNA-binding domain-containing protein 2","Mus musculus","10090","Msantd2","1","1"
"15893","Q6P1G0","HEAT6_MOUSE","HEAT repeat-containing protein 6","Mus musculus","10090","Heatr6","1","1"
"15894","Q6P1J0","MANEL_MOUSE","Glycoprotein endo-alpha-1,2-mannosidase-like protein","Mus musculus","10090","Maneal","2","1"
"15895","Q6P1Z5","PED1A_MOUSE","PC-esterase domain-containing protein 1A","Mus musculus","10090","Pced1a","2","2"
"15896","Q6P205","XL3B_MOUSE","X-linked lymphocyte-regulated protein 3B","Mus musculus","10090","Xlr3b","2","1"
"15897","Q6P3A4","VSIG8_MOUSE","V-set and immunoglobulin domain-containing protein 8","Mus musculus","10090","Vsig8","2","2"
"15898","Q6P3B2","UBAD1_MOUSE","UBA-like domain-containing protein 1","Mus musculus","10090","Ubald1","2","1"
"15899","Q6P3B9","RBFA_MOUSE","Putative ribosome-binding factor A, mitochondrial","Mus musculus","10090","Rbfa","1","1"
"15900","Q6P4U0","THS7B_MOUSE","Thrombospondin type-1 domain-containing protein 7B","Mus musculus","10090","Thsd7b","2","1"
"15901","Q6P539","F222B_MOUSE","Protein FAM222B","Mus musculus","10090","Fam222b","2","2"
"15902","Q6P566","LIX1_MOUSE","Protein limb expression 1 homolog","Mus musculus","10090","Lix1","2","1"
"15903","Q6P5C7","ZN728_MOUSE","Zinc finger protein 728","Mus musculus","10090","Znf728","2","1"
"15904","Q6P5U7","NWD2_MOUSE","NACHT and WD repeat domain-containing protein 2","Mus musculus","10090","Nwd2","1","2"
"15905","Q6P5U8","CC148_MOUSE","Coiled-coil domain-containing protein 148","Mus musculus","10090","Ccdc148","2","1"
"15906","Q6P8M1","TATD1_MOUSE","Deoxyribonuclease TATDN1","Mus musculus","10090","Tatdn1","1","1"
"15907","Q6P8Y0","CF161_MOUSE","Cilia- and flagella-associated protein 161","Mus musculus","10090","Cfap161","1","1"
"15908","Q6P8Y1","CAPSL_MOUSE","Calcyphosin-like protein","Mus musculus","10090","Capsl","2","4"
"15909","Q6P9P8","DEN2C_MOUSE","DENN domain-containing protein 2C","Mus musculus","10090","Dennd2c","1","1"
"15910","Q6PAN7","PRR18_MOUSE","Proline-rich protein 18","Mus musculus","10090","Prr18","1","2"
"15911","Q6PAT0","ADAT3_MOUSE","Probable inactive tRNA-specific adenosine deaminase-like protein 3","Mus musculus","10090","Adat3","1","1"
"15912","Q6PDC0","RUN3B_MOUSE","RUN domain-containing protein 3B","Mus musculus","10090","Rundc3b","1","1"
"15913","Q6PDE8","MF13A_MOUSE","Transmembrane protein 180","Mus musculus","10090","Mfsd13a","2","1"
"15914","Q6PDF3","SVOPL_MOUSE","Putative transporter SVOPL","Mus musculus","10090","Svopl","2","1"
"15915","Q6PDJ6","FBX42_MOUSE","F-box only protein 42","Mus musculus","10090","Fbxo42","1","1"
"15916","Q6PE13","PRRT3_MOUSE","Proline-rich transmembrane protein 3","Mus musculus","10090","Prrt3","1","1"
"15917","Q6PE55","PGFRL_MOUSE","Platelet-derived growth factor receptor-like protein","Mus musculus","10090","Pdgfrl","2","1"
"15918","Q6PE65","GPT2L_MOUSE","G patch domain-containing protein 2-like","Mus musculus","10090","Gpatch2l","1","1"
"15919","Q6PEM6","GRM2B_MOUSE","GRAM domain-containing protein 2B","Mus musculus","10090","Gramd2b","1","2"
"15920","Q6PFD7","NAIF1_MOUSE","Nuclear apoptosis-inducing factor 1","Mus musculus","10090","Naif1","2","1"
"15921","Q6PG04","CCD82_MOUSE","Coiled-coil domain-containing protein 82","Mus musculus","10090","Ccdc82","2","1"
"15922","Q6PGC7","S35E3_MOUSE","Solute carrier family 35 member E3","Mus musculus","10090","Slc35e3","2","1"
"15923","Q6PGH0","UBTD2_MOUSE","Ubiquitin domain-containing protein 2","Mus musculus","10090","Ubtd2","2","1"
"15924","Q6PHN7","TM164_MOUSE","Transmembrane protein 164","Mus musculus","10090","Tmem164","1","1"
"15925","Q6PIP5","NUDC1_MOUSE","NudC domain-containing protein 1","Mus musculus","10090","Nudcd1","1","2"
"15926","Q6PIU9","YJ005_MOUSE","Uncharacterized protein FLJ45252 homolog","Mus musculus","10090","Mus musculus OX=10090","1","2"
"15927","Q6PIX9","CQ080_MOUSE","Uncharacterized protein C17orf80 homolog","Mus musculus","10090","D11Wsu47e","2","3"
"15928","Q6PJN8","DALD3_MOUSE","DALR anticodon-binding domain-containing protein 3","Mus musculus","10090","Dalrd3","2","1"
"15929","Q6PNC0","DMXL1_MOUSE","DmX-like protein 1","Mus musculus","10090","Dmxl1","1","1"
"15930","Q6RUT7","CSMT1_MOUSE","Protein CCSMST1","Mus musculus","10090","Ccsmst1","1","1"
"15931","Q6UGQ3","SG2B2_MOUSE","Secretoglobin family 2B member 2","Mus musculus","10090","Scgb2b2","2","1"
"15932","Q6UJB9","TM270_MOUSE","Transmembrane protein 270","Mus musculus","10090","Tmem270","2","1"
"15933","Q6V5K9","ZN474_MOUSE","Zinc finger protein 474","Mus musculus","10090","Znf474","2","2"
"15934","Q6W8Q3","PC4L1_MOUSE","Purkinje cell protein 4-like protein 1","Mus musculus","10090","Pcp4l1","1","1"
"15935","Q6WBX7","RAD9B_MOUSE","Cell cycle checkpoint control protein RAD9B","Mus musculus","10090","Rad9b","1","1"
"15936","Q6YCH1","TDPZ5_MOUSE","TD and POZ domain-containing protein 5","Mus musculus","10090","Tdpoz5","2","1"
"15937","Q6YCH2","TDPZ4_MOUSE","TD and POZ domain-containing protein 4","Mus musculus","10090","Tdpoz4","2","2"
"15938","Q6ZPR1","CFA97_MOUSE","Cilia- and flagella-associated protein 97","Mus musculus","10090","Cfap97","1","2"
"15939","Q70KL2","DFB40_MOUSE","Beta-defensin 40","Mus musculus","10090","Defb40","2","1"
"15940","Q70KL3","DFB39_MOUSE","Beta-defensin 39","Mus musculus","10090","Defb39","2","1"
"15941","Q710D3","UN93A_MOUSE","Protein unc-93 homolog A","Mus musculus","10090","Unc93a","2","1"
"15942","Q717B2","TDPZ2_MOUSE","TD and POZ domain-containing protein 2","Mus musculus","10090","Tdpoz2","2","2"
"15943","Q717B4","TDPZ3_MOUSE","TD and POZ domain-containing protein 3","Mus musculus","10090","Tdpoz3","2","2"
"15944","Q71B07","D19L3_MOUSE","Probable C-mannosyltransferase DPY19L3","Mus musculus","10090","Dpy19l3","2","2"
"15945","Q75VT8","HIDE1_MOUSE","Protein HIDE1","Mus musculus","10090","Hide1","1","1"
"15946","Q76I25","HIG1C_MOUSE","HIG1 domain family member 1C","Mus musculus","10090","Higd1c","3","1"
"15947","Q78HU7","GLPC_MOUSE","Glycophorin-C","Mus musculus","10090","Gypc","1","2"
"15948","Q78JW9","UBFD1_MOUSE","Ubiquitin domain-containing protein UBFD1","Mus musculus","10090","Ubfd1","1","2"
"15949","Q78RX3","SIM12_MOUSE","Small integral membrane protein 12","Mus musculus","10090","Smim12","3","1"
"15950","Q78S06","SYS1_MOUSE","Protein SYS1 homolog","Mus musculus","10090","Sys1","2","1"
"15951","Q78T81","F102A_MOUSE","Protein FAM102A","Mus musculus","10090","Fam102a","1","1"
"15952","Q78Y63","PDCL2_MOUSE","Phosducin-like protein 2","Mus musculus","10090","Pdcl2","1","1"
"15953","Q7M722","TR114_MOUSE","Taste receptor type 2 member 114","Mus musculus","10090","Tas2r114","3","1"
"15954","Q7M723","TR104_MOUSE","Taste receptor type 2 member 104","Mus musculus","10090","Tas2r104","2","1"
"15955","Q7M724","TR106_MOUSE","Taste receptor type 2 member 106","Mus musculus","10090","Tas2r106","2","1"
"15956","Q7M742","SG1C1_MOUSE","Secretoglobin family 1C member 1","Mus musculus","10090","Scgb1c1","3","2"
"15957","Q7M747","S2B24_MOUSE","Secretoglobin family 2B member 24","Mus musculus","10090","Scgb2b24","2","1"
"15958","Q7TM95","TIGD3_MOUSE","Tigger transposable element-derived protein 3","Mus musculus","10090","Tigd3","2","1"
"15959","Q7TML3","S35F2_MOUSE","Solute carrier family 35 member F2","Mus musculus","10090","Slc35f2","1","2"
"15960","Q7TNB4","MSTRO_MOUSE","Protein maestro","Mus musculus","10090","Mro","2","1"
"15961","Q7TNE1","SUCHY_MOUSE","Succinate--hydroxymethylglutarate CoA-transferase","Mus musculus","10090","Sugct","1","2"
"15962","Q7TNE3","SPAG7_MOUSE","Sperm-associated antigen 7","Mus musculus","10090","Spag7","1","1"
"15963","Q7TNF9","F117A_MOUSE","Protein FAM117A","Mus musculus","10090","Fam117a","1","1"
"15964","Q7TPD7","LR75B_MOUSE","Leucine-rich repeat-containing protein 75B","Mus musculus","10090","Lrrc75b","2","1"
"15965","Q7TPM9","MTMRA_MOUSE","Myotubularin-related protein 10","Mus musculus","10090","Mtmr10","1","2"
"15966","Q7TPX8","OOG2_MOUSE","Oogenesin-2","Mus musculus","10090","Oog2","2","1"
"15967","Q7TPX9","LEGLB_MOUSE","Galectin-related protein B","Mus musculus","10090","Lgalslb","2","1"
"15968","Q7TQG1","PKHA6_MOUSE","Pleckstrin homology domain-containing family A member 6","Mus musculus","10090","Plekha6","1","1"
"15969","Q7TQI7","ABTB2_MOUSE","Ankyrin repeat and BTB/POZ domain-containing protein 2","Mus musculus","10090","Abtb2","1","1"
"15970","Q7TSA6","PRSR3_MOUSE","Proline and serine-rich protein 3","Mus musculus","10090","Proser3","1","1"
"15971","Q7TSF4","LR75A_MOUSE","Leucine-rich repeat-containing protein 75A","Mus musculus","10090","Lrrc75a","1","1"
"15972","Q7TSG5","SH321_MOUSE","SH3 domain-containing protein 21","Mus musculus","10090","Sh3d21","1","1"
"15973","Q7TSQ8","PDPR_MOUSE","Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial","Mus musculus","10090","Pdpr","1","1"
"15974","Q7TST3","SAM10_MOUSE","Sterile alpha motif domain-containing protein 10","Mus musculus","10090","Samd10","2","1"
"15975","Q80SV1","LHPL1_MOUSE","LHFPL tetraspan subfamily member 1 protein","Mus musculus","10090","Lhfpl1","2","1"
"15976","Q80SY5","PR38B_MOUSE","Pre-mRNA-splicing factor 38B","Mus musculus","10090","Prpf38b","1","1"
"15977","Q80T74","KLH29_MOUSE","Kelch-like protein 29","Mus musculus","10090","Klhl29","2","3"
"15978","Q80TB8","VAT1L_MOUSE","Synaptic vesicle membrane protein VAT-1 homolog-like","Mus musculus","10090","Vat1l","1","2"
"15979","Q80TC5","POGK_MOUSE","Pogo transposable element with KRAB domain","Mus musculus","10090","Pogk","2","2"
"15980","Q80TC6","ZSWM5_MOUSE","Zinc finger SWIM domain-containing protein 5","Mus musculus","10090","Zswim5","2","2"
"15981","Q80TI1","PKHH1_MOUSE","Pleckstrin homology domain-containing family H member 1","Mus musculus","10090","Plekhh1","1","2"
"15982","Q80U59","K0232_MOUSE","Uncharacterized protein KIAA0232","Mus musculus","10090","Kiaa0232","1","2"
"15983","Q80UN1","KCTD9_MOUSE","BTB/POZ domain-containing protein KCTD9","Mus musculus","10090","Kctd9","2","1"
"15984","Q80V70","MEGF6_MOUSE","Multiple epidermal growth factor-like domains protein 6","Mus musculus","10090","Megf6","2","3"
"15985","Q80VF6","F181B_MOUSE","Protein FAM181B","Mus musculus","10090","Fam181b","2","1"
"15986","Q80VK6","ARH38_MOUSE","Rho guanine nucleotide exchange factor 38","Mus musculus","10090","Arhgef38","1","2"
"15987","Q80VM7","ANR24_MOUSE","Ankyrin repeat domain-containing protein 24","Mus musculus","10090","Ankrd24","2","4"
"15988","Q80VM8","PNM8A_MOUSE","Paraneoplastic antigen-like protein 8A","Mus musculus","10090","Pnma8a","2","1"
"15989","Q80VP8","T106C_MOUSE","Transmembrane protein 106C","Mus musculus","10090","Tmem106c","2","1"
"15990","Q80VV3","4EBP3_MOUSE","Eukaryotic translation initiation factor 4E-binding protein 3","Mus musculus","10090","Eif4ebp3","1","1"
"15991","Q80WB0","FND11_MOUSE","Fibronectin type III domain-containing protein 11","Mus musculus","10090","Fndc11","1","1"
"15992","Q80WR1","TSN18_MOUSE","Tetraspanin-18","Mus musculus","10090","Tspan18","2","1"
"15993","Q80WR5","CA174_MOUSE","UPF0688 protein C1orf174 homolog","Mus musculus","10090","Mus musculus OX=10090","1","1"
"15994","Q80WV7","SRRM3_MOUSE","Serine/arginine repetitive matrix protein 3","Mus musculus","10090","Srrm3","2","1"
"15995","Q80X32","CE024_MOUSE","UPF0461 protein C5orf24 homolog","Mus musculus","10090","Mus musculus OX=10090","2","1"
"15996","Q80X45","KISHB_MOUSE","Protein kish-B","Mus musculus","10090","Tmem167b","3","1"
"15997","Q80X53","CC116_MOUSE","Coiled-coil domain-containing protein 116","Mus musculus","10090","Ccdc116","2","1"
"15998","Q80X59","TMC5B_MOUSE","Transmembrane and coiled-coil domain-containing protein 5B","Mus musculus","10090","Tmco5b","2","1"
"15999","Q80X60","EFCB3_MOUSE","EF-hand calcium-binding domain-containing protein 3","Mus musculus","10090","Efcab3","2","1"
"16000","Q80X91","F110D_MOUSE","Protein FAM110D","Mus musculus","10090","Fam110d","2","2"
"16001","Q80XA0","TM121_MOUSE","Transmembrane protein 121","Mus musculus","10090","Tmem121","2","1"
"16002","Q80XI1","FBX34_MOUSE","F-box only protein 34","Mus musculus","10090","Fbxo34","2","2"
"16003","Q80XP8","FA76B_MOUSE","Protein FAM76B","Mus musculus","10090","Fam76b","1","1"
"16004","Q80XS7","FA83E_MOUSE","Protein FAM83E","Mus musculus","10090","Fam83e","2","2"
"16005","Q80Y55","BSDC1_MOUSE","BSD domain-containing protein 1","Mus musculus","10090","Bsdc1","1","1"
"16006","Q80YD3","F205C_MOUSE","Protein FAM205C","Mus musculus","10090","Fam205c","2","1"
"16007","Q80YG3","KLDC1_MOUSE","Kelch domain-containing protein 1","Mus musculus","10090","Klhdc1","2","1"
"16008","Q80YR3","SKDA1_MOUSE","SKI/DACH domain-containing protein 1","Mus musculus","10090","Skida1","2","1"
"16009","Q80YR9","R12BA_MOUSE","RNA-binding protein 12B-A","Mus musculus","10090","Rbm12b1","1","2"
"16010","Q80YS5","LRC27_MOUSE","Leucine-rich repeat-containing protein 27","Mus musculus","10090","Lrrc27","2","1"
"16011","Q80ZA7","FMR1N_MOUSE","Fmr1 neighbor protein","Mus musculus","10090","Fmr1nb","2","1"
"16012","Q80ZC9","PS1C2_MOUSE","Psoriasis susceptibility 1 candidate gene 2 protein homolog","Mus musculus","10090","Psors1c2","2","1"
"16013","Q80ZK0","RT10_MOUSE","28S ribosomal protein S10, mitochondrial","Mus musculus","10090","Mrps10","1","1"
"16014","Q80ZS3","RT26_MOUSE","28S ribosomal protein S26, mitochondrial","Mus musculus","10090","Mrps26","1","1"
"16015","Q80ZU4","SMI19_MOUSE","Small integral membrane protein 19","Mus musculus","10090","Smim19","1","2"
"16016","Q80ZW2","THEM6_MOUSE","Protein THEM6","Mus musculus","10090","Them6","1","1"
"16017","Q810L4","TM39B_MOUSE","Transmembrane protein 39B","Mus musculus","10090","Tmem39b","1","1"
"16018","Q810M1","CF299_MOUSE","Cilia- and flagella-associated protein 299","Mus musculus","10090","Cfap299","2","1"
"16019","Q810N6","ANR45_MOUSE","Ankyrin repeat domain-containing protein 45","Mus musculus","10090","Ankrd45","1","1"
"16020","Q810Q5","NMES1_MOUSE","Normal mucosa of esophagus-specific gene 1 protein","Mus musculus","10090","Nmes1","1","1"
"16021","Q810U2","TDM1A_MOUSE","Transmembrane epididymal protein 1A","Mus musculus","10090","Teddm1a","2","1"
"16022","Q811B5","PRR3_MOUSE","Proline-rich protein 3","Mus musculus","10090","Prr3","2","1"
"16023","Q811I0","ATPF1_MOUSE","ATP synthase mitochondrial F1 complex assembly factor 1","Mus musculus","10090","Atpaf1","1","1"
"16024","Q811W1","AARD_MOUSE","Alanine and arginine-rich domain-containing protein","Mus musculus","10090","Aard","2","1"
"16025","Q8BFQ2","T229B_MOUSE","Transmembrane protein 229B","Mus musculus","10090","TMEM229B","2","1"
"16026","Q8BFQ8","GALD1_MOUSE","Glutamine amidotransferase-like class 1 domain-containing protein 1","Mus musculus","10090","Gatd1","1","1"
"16027","Q8BFR1","ZCCHL_MOUSE","Zinc finger CCCH-type antiviral protein 1-like","Mus musculus","10090","Zc3hav1l","2","1"
"16028","Q8BFS9","ASND1_MOUSE","Asparagine synthetase domain-containing protein 1","Mus musculus","10090","Asnsd1","2","1"
"16029","Q8BFT9","SVOP_MOUSE","Synaptic vesicle 2-related protein","Mus musculus","10090","Svop","1","1"
"16030","Q8BFU1","S39A9_MOUSE","Zinc transporter ZIP9","Mus musculus","10090","Slc39a9","2","1"
"16031","Q8BFZ8","FA72A_MOUSE","Protein FAM72A","Mus musculus","10090","Fam72a","1","1"
"16032","Q8BG02","2ABG_MOUSE","Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B gamma isoform","Mus musculus","10090","Ppp2r2c","1","1"
"16033","Q8BG09","T184B_MOUSE","Transmembrane protein 184B","Mus musculus","10090","Tmem184b","2","1"
"16034","Q8BG21","FLOWR_MOUSE","Calcium channel flower homolog","Mus musculus","10090","Cacfd1","1","1"
"16035","Q8BG50","TM169_MOUSE","Transmembrane protein 169","Mus musculus","10090","Tmem169","2","1"
"16036","Q8BG73","SH3L2_MOUSE","SH3 domain-binding glutamic acid-rich-like protein 2","Mus musculus","10090","Sh3bgrl2","1","1"
"16037","Q8BG75","TM198_MOUSE","Transmembrane protein 198","Mus musculus","10090","Tmem198","2","1"
"16038","Q8BG80","FBX46_MOUSE","F-box only protein 46","Mus musculus","10090","Fbxo46","2","1"
"16039","Q8BG94","COMD7_MOUSE","COMM domain-containing protein 7","Mus musculus","10090","Commd7","1","1"
"16040","Q8BGA7","INT15_MOUSE","Integrator complex subunit 15","Mus musculus","10090","Ints15","2","1"
"16041","Q8BGB5","LIMD2_MOUSE","LIM domain-containing protein 2","Mus musculus","10090","Limd2","1","1"
"16042","Q8BGC1","CE022_MOUSE","UPF0489 protein C5orf22 homolog","Mus musculus","10090","Mus musculus OX=10090","1","1"
"16043","Q8BGF3","DAA10_MOUSE","Dynein axonemal assembly factor 10","Mus musculus","10090","Dnaaf10","1","1"
"16044","Q8BGF6","ELMD2_MOUSE","ELMO domain-containing protein 2","Mus musculus","10090","Elmod2","1","1"
"16045","Q8BGI1","RNF24_MOUSE","RING finger protein 24","Mus musculus","10090","Rnf24","2","1"
"16046","Q8BGI4","FA13A_MOUSE","Protein FAM13A","Mus musculus","10090","Fam13a","1","1"
"16047","Q8BGI7","LRC39_MOUSE","Leucine-rich repeat-containing protein 39","Mus musculus","10090","Lrrc39","1","1"
"16048","Q8BGK5","S35F1_MOUSE","Solute carrier family 35 member F1","Mus musculus","10090","Slc35f1","1","1"
"16049","Q8BGK9","CC018_MOUSE","Uncharacterized protein C3orf18 homolog","Mus musculus","10090","Mus musculus OX=10090","2","1"
"16050","Q8BGN2","CD033_MOUSE","UPF0462 protein C4orf33 homolog","Mus musculus","10090","D3Ertd751e","2","1"
"16051","Q8BGN5","NPAL3_MOUSE","NIPA-like protein 3","Mus musculus","10090","Nipal3","2","1"
"16052","Q8BGN9","RDD1_MOUSE","Required for drug-induced death protein 1","Mus musculus","10090","Mus musculus OX=10090","2","1"
"16053","Q8BGQ6","EFC14_MOUSE","EF-hand calcium-binding domain-containing protein 14","Mus musculus","10090","Efcab14","2","1"
"16054","Q8BGR6","ARL15_MOUSE","ADP-ribosylation factor-like protein 15","Mus musculus","10090","Arl15","1","1"
"16055","Q8BGT8","PHIPL_MOUSE","Phytanoyl-CoA hydroxylase-interacting protein-like","Mus musculus","10090","Phyhipl","1","1"
"16056","Q8BGV4","TTI2_MOUSE","TELO2-interacting protein 2","Mus musculus","10090","Tti2","2","1"
"16057","Q8BGW4","DC122_MOUSE","DDB1- and CUL4-associated factor 12-like protein 2","Mus musculus","10090","Dcaf12l2","2","1"
"16058","Q8BGW9","DFB29_MOUSE","Beta-defensin 29","Mus musculus","10090","Defb29","2","1"
"16059","Q8BGX1","PED1B_MOUSE","PC-esterase domain-containing protein 1B","Mus musculus","10090","Pced1b","2","1"
"16060","Q8BGX2","TIM29_MOUSE","Mitochondrial import inner membrane translocase subunit Tim29","Mus musculus","10090","Timm29","1","1"
"16061","Q8BGX4","OFCC1_MOUSE","Orofacial cleft 1 candidate gene 1 protein homolog","Mus musculus","10090","Ofcc1","2","1"
"16062","Q8BGY3","LUZP2_MOUSE","Leucine zipper protein 2","Mus musculus","10090","Luzp2","2","1"
"16063","Q8BGY5","TM140_MOUSE","Transmembrane protein 140","Mus musculus","10090","Tmem140","2","1"
"16064","Q8BGZ2","F168A_MOUSE","Protein FAM168A","Mus musculus","10090","Fam168a","1","1"
"16065","Q8BH07","AR6P6_MOUSE","ADP-ribosylation factor-like protein 6-interacting protein 6","Mus musculus","10090","Arl6ip6","1","1"
"16066","Q8BH51","COX14_MOUSE","Cytochrome c oxidase assembly protein COX14","Mus musculus","10090","Cox14","3","1"
"16067","Q8BH55","THNS1_MOUSE","Threonine synthase-like 1","Mus musculus","10090","Thnsl1","1","1"
"16068","Q8BH88","DEP1B_MOUSE","DEP domain-containing protein 1B","Mus musculus","10090","Depdc1b","2","1"
"16069","Q8BH89","WF15A_MOUSE","WAP four-disulfide core domain protein 15A","Mus musculus","10090","Wfdc15a","3","1"
"16070","Q8BH93","MISSL_MOUSE","MAPK-interacting and spindle-stabilizing protein-like","Mus musculus","10090","Mapk1ip1l","2","3"
"16071","Q8BHB7","CP046_MOUSE","Uncharacterized protein C16orf46 homolog","Mus musculus","10090","Mus musculus OX=10090","2","1"
"16072","Q8BHC4","DCAKD_MOUSE","Dephospho-CoA kinase domain-containing protein","Mus musculus","10090","Dcakd","1","1"
"16073","Q8BHD8","PCMD2_MOUSE","Protein-L-isoaspartate O-methyltransferase domain-containing protein 2","Mus musculus","10090","Pcmtd2","2","1"
"16074","Q8BHE0","PRR11_MOUSE","Proline-rich protein 11","Mus musculus","10090","Prr11","2","1"
